Lot_Area,Central_Air,SalePrice,Sq_ft,Has_Garage,Large_Lot,Finished_Basement
11404,1,222500,3184.0,1,0,1
8229,1,166000,2256.0,1,0,0
4485,1,109500,1872.0,0,0,1
15635,1,122000,1383.0,1,1,0
3153,1,99900,1934.0,1,0,0
11096,1,249700,3312.0,1,0,1
14000,1,158500,2244.0,1,1,0
7733,1,139500,2284.0,0,0,1
8098,1,202000,2784.0,1,0,1
8393,1,145000,3338.0,1,0,1
12900,1,108959,2456.0,1,1,1
57200,1,160000,2434.0,1,1,1
8078,1,128600,3120.0,1,0,0
12384,1,197900,2728.0,1,1,0
9927,1,172000,2130.0,1,0,1
16300,1,130000,1783.0,1,1,1
7915,1,195000,3341.0,1,0,1
21750,1,113000,1976.0,1,1,0
9116,1,209000,2982.0,1,0,0
14419,1,213500,3124.0,1,1,1
13070,1,126000,1743.0,1,1,1
9855,1,127500,3125.0,1,0,0
8118,1,334000,3420.0,1,0,1
10920,1,157000,2506.0,1,0,1
6600,1,125500,1728.0,1,0,1
8199,1,189000,2184.0,1,0,1
9947,1,173000,2405.0,1,0,1
14330,1,260000,4394.0,1,1,1
10769,1,212000,2634.0,1,0,1
8846,1,148000,1784.0,1,0,1
10600,1,136300,2308.0,1,0,0
18890,1,190000,3981.0,1,1,1
9142,0,139500,2424.0,1,0,0
7750,1,162000,1980.0,1,0,0
6060,1,100000,1855.0,1,0,0
10172,1,126500,1738.0,1,0,1
10380,1,301000,4232.0,1,0,1
9337,1,204750,2610.0,1,0,1
7200,0,90000,1040.0,1,0,0
9600,1,130000,3323.0,1,0,1
8640,1,155000,2670.0,1,0,1
7931,1,155000,2538.0,1,0,1
11625,1,131500,2078.0,1,0,1
9600,1,153000,2676.0,1,0,1
11478,1,306000,3408.0,1,0,1
7740,1,332200,3372.0,1,0,1
9520,1,293077,3284.0,1,0,1
17199,1,128000,1828.0,1,1,1
5400,1,152000,2765.0,1,0,1
10800,0,135000,1912.0,0,0,0
9900,1,117500,3218.0,1,0,0
6000,1,127500,2141.0,1,0,1
17778,1,373000,4958.0,1,1,1
1477,1,98000,1638.0,0,0,1
19645,1,203135,2075.0,1,1,1
8750,1,191000,2596.0,1,0,0
7785,1,98000,1014.0,1,0,0
10800,1,179000,2400.0,0,0,1
9139,1,245000,2854.0,1,0,1
10140,1,213250,3330.0,1,0,1
10122,0,89900,869.0,1,0,0
10141,1,185000,2550.0,1,0,0
2205,1,113500,1617.0,1,0,1
10914,0,68000,1430.0,1,0,0
9196,1,201000,3120.0,1,0,0
9803,1,226700,2634.0,1,0,1
17169,1,500067,4610.0,1,1,1
9171,1,201490,2446.0,1,0,0
9750,1,155000,1980.0,1,0,1
8604,1,145000,1882.0,1,0,1
6155,1,128000,1973.0,1,0,0
9487,1,187000,2605.0,1,0,1
3675,1,145500,1619.0,1,0,1
10200,0,75000,1144.0,1,0,0
11750,1,217000,3092.0,1,0,1
11896,1,220000,2682.0,1,0,1
10400,1,165150,2522.0,1,0,1
10970,1,147000,1966.0,1,0,1
11883,1,203000,3008.0,1,0,1
10552,1,165500,3098.0,1,0,1
8248,0,67000,1728.0,0,0,1
9760,1,187000,2673.0,1,0,1
2998,1,180000,2268.0,1,0,1
6821,1,146500,1949.0,1,0,1
11354,1,270000,3346.0,1,0,1
9069,1,147000,1932.0,1,0,1
8064,1,132000,2040.0,1,0,1
5400,1,105000,2214.0,1,0,1
5687,0,135900,2496.0,0,0,1
53504,1,538000,4929.0,1,1,1
7500,1,147000,2286.0,0,0,0
13173,1,325000,3304.0,1,1,1
9488,0,124000,2100.0,1,0,0
13526,1,137000,1870.0,1,1,1
10410,1,142900,2626.0,1,0,0
12000,1,147000,2046.0,1,0,1
7830,1,128000,2360.0,1,0,0
8850,1,144000,2505.0,1,0,0
7132,1,205000,2740.0,1,0,1
9937,1,167000,2972.0,1,0,1
5720,1,66500,1807.0,1,0,0
12585,1,315000,4085.0,1,1,1
11103,1,155835,2184.0,1,0,0
8013,1,239500,3321.0,1,0,1
10872,1,300000,3035.0,1,0,1
11305,1,282000,3844.0,1,0,1
9100,1,120000,2288.0,1,0,0
39104,1,241500,2748.0,1,1,1
10110,1,336860,3724.0,1,0,1
9786,0,91000,2084.0,1,0,0
5330,1,207500,3100.0,1,0,0
3811,1,250000,3240.0,1,0,1
3010,1,167240,2496.0,1,0,1
3435,1,178000,2480.0,1,0,1
10800,1,127000,2104.0,1,0,1
10456,1,218500,3658.0,1,0,1
8475,1,135750,1904.0,1,0,1
8197,1,214000,2960.0,1,0,1
10994,1,257000,3688.0,1,0,1
6000,1,157000,2322.0,1,0,1
7288,0,102000,1952.0,1,0,1
13360,1,163500,1840.0,1,1,1
10335,1,204000,2991.0,1,0,1
11767,1,103500,2710.0,1,0,1
10896,1,200000,4320.0,0,0,1
5400,1,118000,1728.0,1,0,1
9100,1,235000,3050.0,1,0,1
7728,1,132500,2296.0,1,0,1
8778,1,221300,3132.0,1,0,0
8487,1,190000,3000.0,1,0,1
9930,1,222000,2588.0,1,0,1
17500,1,335000,3804.0,1,1,1
10206,1,257500,3272.0,1,0,0
14587,1,264132,3004.0,1,1,0
7800,1,130000,1763.0,1,0,1
4960,1,137000,1951.0,1,0,0
7392,1,99500,1432.0,1,0,0
7424,1,160250,2692.0,1,0,1
2522,1,130000,2679.0,1,0,0
3672,1,75200,1632.0,1,0,0
7706,1,131250,1475.0,1,0,1
12929,1,148000,2162.0,1,1,1
9316,1,124100,2044.0,1,0,1
12122,1,178400,1943.0,1,1,1
7711,1,150000,2880.0,0,0,1
12352,1,217000,2606.0,1,1,1
12447,1,252000,3064.0,1,1,0
7500,1,152000,2282.0,1,0,1
6120,1,132000,1686.0,1,0,0
9576,1,120000,1952.0,1,0,1
9942,1,338500,3697.0,1,0,1
7898,1,105000,1561.0,1,0,0
21872,1,175000,2175.0,1,1,1
10005,1,192000,3182.0,1,0,1
12393,1,195000,2795.0,1,1,0
9000,1,210000,2358.0,1,0,0
7875,1,211000,2795.0,1,0,0
6000,1,128000,1996.0,1,0,1
10175,1,180500,2850.0,1,0,1
13600,0,90000,2999.0,1,1,0
12172,1,138500,1730.0,1,1,1
10237,1,169985,2230.0,1,0,0
7000,1,146000,2300.0,1,0,1
11228,1,228000,3177.0,1,0,1
8000,1,159000,2512.0,1,0,1
10728,1,266000,3034.0,1,0,0
6000,1,139000,2382.0,1,0,0
6931,0,91900,1568.0,0,0,1
8760,1,212999,2989.0,1,0,1
16033,1,326000,3683.0,1,1,1
9024,1,179000,2304.0,1,0,0
11563,1,294000,3055.0,1,0,1
1680,1,97000,1470.0,1,0,1
8760,1,239799,3353.0,1,0,1
9600,1,161000,2684.0,1,0,1
4435,1,136500,1696.0,1,0,1
1680,1,118000,1470.0,1,0,1
7599,1,129500,1690.0,1,0,1
7264,0,205000,2500.0,1,0,0
32668,1,200624,4550.0,1,1,1
11825,1,322400,3388.0,1,0,0
10200,1,293200,3180.0,1,0,1
8849,1,266000,3368.0,1,0,1
11184,1,172500,2601.0,1,0,1
8820,1,124900,2837.0,1,0,1
6615,0,149000,2454.0,1,0,0
8773,1,185500,2828.0,1,0,1
11088,1,220000,2706.0,1,0,1
9158,1,225000,2992.0,1,0,0
8280,1,124000,1864.0,1,0,0
8544,0,92900,1040.0,1,0,0
8635,1,126500,2144.0,1,0,1
12735,1,111250,1728.0,1,1,1
11000,1,248000,3254.0,1,0,0
7590,1,136870,2234.0,1,0,0
4435,1,133000,1696.0,1,0,1
10152,1,135000,2096.0,1,0,1
10295,1,111900,1872.0,1,0,1
7763,1,140000,2214.0,1,0,1
17120,1,134432,1588.0,1,1,0
13870,1,455000,3784.0,1,1,1
10120,1,290000,3691.0,1,0,1
10820,1,235500,2861.0,1,0,1
9600,1,156500,2196.0,1,0,1
8121,1,172400,2617.0,1,0,0
11639,1,182000,2856.0,1,0,0
13758,1,372397,3584.0,1,1,1
9771,1,260000,3891.0,1,0,1
9000,0,72000,1429.0,0,0,0
10320,0,82375,1880.0,0,0,0
10448,1,158000,2808.0,1,0,0
8635,1,127000,1957.0,1,0,1
11980,1,270000,2866.0,1,0,1
12327,1,316600,3628.0,1,1,1
11512,1,177000,2376.0,1,0,1
14684,1,271900,4354.0,1,1,1
2665,1,115000,1568.0,1,0,0
5250,0,122000,2837.0,0,0,1
18044,1,315000,3005.0,1,1,0
9245,1,213500,2736.0,1,0,0
7200,1,109500,1040.0,1,0,0
6000,1,115000,1578.0,1,0,1
3628,1,176400,2286.0,1,0,0
9156,1,185750,2978.0,1,0,0
9066,1,230000,2856.0,1,0,1
6410,1,90000,1920.0,0,0,0
7244,1,129500,1536.0,1,0,1
10152,1,153000,2248.0,1,0,1
3000,1,173733,1836.0,1,0,1
7500,1,146000,2200.0,0,0,0
17360,1,172500,2338.0,1,1,1
15957,1,188000,2600.0,1,1,1
9600,1,181500,2524.0,1,0,1
10667,1,212000,2460.0,1,0,1
10530,1,188900,2802.0,1,0,0
5000,0,64500,1332.0,0,0,1
17082,1,230000,3098.0,1,1,1
16287,1,122000,2252.0,1,1,1
11050,1,133500,2010.0,1,0,1
10440,1,256000,4302.0,1,0,1
2665,1,129500,2025.0,1,0,1
10389,1,318000,3956.0,1,0,1
9658,1,255900,3204.0,1,0,0
7500,1,143500,2316.0,0,0,0
14122,1,259000,3644.0,1,1,1
21000,1,217000,4068.0,1,1,1
8737,1,210000,2700.0,1,0,1
8750,1,148500,2004.0,1,0,1
8499,1,156932,2028.0,1,0,0
11072,1,145000,3456.0,1,0,0
6762,1,200000,2572.0,1,0,1
15431,1,450000,4040.0,1,1,1
3230,1,172500,2200.0,1,0,1
10800,1,240000,4136.0,1,0,1
11143,1,340000,4046.0,1,0,0
8925,1,201000,2932.0,1,0,1
10356,1,122000,1938.0,1,0,1
12299,1,213000,3193.0,1,1,1
9900,1,175000,3371.0,1,0,1
6762,1,195400,2416.0,1,0,1
11625,1,113500,2104.0,1,0,1
6435,1,140200,2549.0,1,0,0
8450,1,116000,1791.0,1,0,1
11577,1,359900,3676.0,1,0,1
8340,1,157500,2063.0,1,0,1
10708,1,190000,3484.0,1,0,1
6911,1,100000,2446.0,1,0,1
8800,1,160000,2502.0,1,0,1
10739,1,203000,2875.0,1,0,1
9572,1,302000,4263.0,1,0,1
8012,1,143000,1846.0,1,0,1
16226,1,267000,3480.0,1,1,1
10899,0,103000,1224.0,1,0,0
4500,1,153500,2574.0,1,0,1
16647,1,171000,3091.0,1,1,1
8707,0,107000,2762.0,1,0,0
8300,1,128500,1904.0,1,0,1
9770,1,116000,1844.0,1,0,1
17400,1,160000,2252.0,1,1,1
5070,1,180000,2560.0,1,0,0
7920,1,133000,1828.0,1,0,1
7020,1,215000,2656.0,1,0,1
7500,1,177500,2265.0,1,0,1
10612,1,215000,3058.0,1,0,1
6120,1,150000,2534.0,1,0,1
12376,1,320000,4895.0,1,1,1
10004,1,167000,3032.0,1,0,1
8250,0,125000,1032.0,1,0,0
12205,1,65000,2036.0,0,1,0
11175,1,200141,2632.0,1,0,0
9965,1,235876,3056.0,1,0,0
8660,0,123000,2616.0,1,0,0
12375,1,137500,2228.0,1,1,1
8070,1,123600,1980.0,0,0,1
8658,1,160000,2412.0,1,0,1
8063,1,181000,2614.0,1,0,0
8235,1,125000,1650.0,1,0,1
11700,1,154000,2283.0,1,0,1
12961,1,231000,2949.0,1,1,1
8450,1,142000,2112.0,1,0,1
22950,1,475000,4143.0,1,1,0
5748,1,375000,3351.0,1,0,1
10500,1,115000,1728.0,0,0,1
7500,1,185000,2442.0,1,0,1
10042,1,108500,1525.0,1,0,1
2544,1,147400,1743.0,1,0,0
3768,1,156000,2143.0,1,0,1
10320,1,120000,2188.0,1,0,0
9734,1,167000,1758.0,1,0,1
3182,1,191000,2850.0,1,0,1
8872,1,161500,1768.0,1,0,0
12198,1,130000,2615.0,1,1,1
8480,1,132500,1940.0,1,0,1
10200,1,144000,1768.0,1,0,1
9555,1,141000,2233.0,1,0,0
7200,1,117000,1260.0,1,0,1
6780,0,84500,1040.0,0,0,1
53227,1,256000,3027.0,1,1,1
9100,1,117500,1850.0,1,0,1
9600,1,160000,2036.0,1,0,1
14175,1,187000,2615.0,1,1,1
14277,1,350000,3702.0,1,1,1
9000,1,133000,2688.0,1,0,0
13693,1,417500,4882.0,1,1,1
3635,1,175900,2955.0,1,0,1
10933,1,323262,3235.0,1,0,1
8450,1,185000,2674.0,1,0,1
8550,1,129800,1632.0,1,0,1
12182,1,220000,3082.0,1,1,1
6120,1,133000,2457.0,1,0,0
10800,1,133500,2293.0,1,0,0
12760,1,170000,4006.0,1,1,0
7655,1,168000,2545.0,1,0,0
10560,1,140750,2208.0,1,0,1
7500,1,204000,3237.0,1,0,0
9505,1,222500,2919.0,1,0,0
10205,1,134500,1924.0,1,0,1
4379,1,214000,2756.0,1,0,1
7800,1,119900,1911.0,1,0,1
12108,0,118000,2880.0,0,1,1
7000,1,135000,2144.0,1,0,1
13053,1,207000,2681.0,1,1,0
8400,1,136500,2875.0,1,0,1
6000,1,107900,1802.0,1,0,0
6240,1,126000,2270.0,1,0,1
31770,1,215000,2736.0,1,1,1
12474,1,426000,4014.0,1,1,1
9600,1,147000,2226.0,1,0,1
8574,1,147500,2048.0,1,0,0
14418,1,383000,3900.0,1,1,1
10400,1,241500,3717.0,1,0,1
15564,1,147500,1940.0,1,1,0
13543,1,355000,3668.0,1,1,1
6130,1,109500,1568.0,0,0,1
5925,0,45000,612.0,1,0,0
24090,1,244400,3435.0,1,1,0
9600,1,167000,3060.0,1,0,1
8158,1,200000,2589.0,1,0,0
5220,1,80000,1709.0,1,0,0
8172,1,115000,1728.0,1,0,1
9000,1,139000,2392.0,1,0,1
7844,1,149500,2072.0,1,0,1
9084,1,108000,2265.0,1,0,0
10800,0,106250,1294.0,0,0,0
8556,1,194000,2480.0,1,0,0
9100,1,129500,1976.0,1,0,1
8668,1,126000,3120.0,1,0,0
11767,1,120000,2446.0,1,0,1
8400,1,213000,2957.0,1,0,1
3874,1,190000,2452.0,1,0,1
8076,1,183500,2329.0,1,0,1
10090,1,172000,2376.0,1,0,1
8877,1,100000,1632.0,1,0,1
11058,1,218836,3128.0,1,0,1
10800,0,163000,2394.0,1,0,0
10936,1,206580,3035.0,1,0,0
8461,1,163990,2184.0,1,0,0
7518,1,116500,1726.0,1,0,0
8010,1,188000,2560.0,1,0,0
10050,1,175000,2073.0,1,0,1
4740,1,182000,2345.0,1,0,1
6978,1,103000,1810.0,1,0,0
11400,1,466500,5266.0,1,0,1
9240,1,149500,1976.0,1,0,1
2304,1,142500,2116.0,1,0,1
7223,1,136500,2712.0,1,0,1
3612,1,137000,1950.0,1,0,1
12680,1,226500,3363.0,1,1,1
10176,1,171500,2641.0,1,0,1
10780,1,132500,1865.0,1,0,1
8544,0,87500,1040.0,1,0,0
10646,1,223000,2647.0,1,0,1
8400,1,174000,2856.0,1,0,0
15428,1,142000,1768.0,1,1,1
11216,1,232600,2978.0,1,0,0
10140,1,181000,2349.0,1,0,1
3964,1,151400,3463.0,1,0,1
11428,1,250000,3260.0,1,0,0
10421,1,196500,2694.0,1,0,1
13500,1,185000,3273.0,1,1,0
9000,1,113000,2432.0,1,0,1
8089,1,392000,2838.0,1,0,1
9400,1,127500,1925.0,0,0,1
2117,1,177000,2329.0,1,0,1
10625,1,265000,3601.0,1,0,0
8413,1,312500,3582.0,1,0,1
13500,1,325000,4012.0,1,1,0
15676,1,275000,4028.0,1,1,1
9950,1,290000,3723.0,1,0,1
15410,1,169000,2702.0,1,1,1
6000,1,89000,1232.0,1,0,1
8402,1,180400,2254.0,1,0,0
10655,1,284000,4835.0,1,0,1
10150,1,114500,1824.0,1,0,1
10084,1,212900,3104.0,1,0,1
16285,1,187100,2843.0,1,1,0
3230,1,176000,2187.0,1,0,1
21579,1,215000,2976.0,1,1,1
8320,1,185900,2352.0,1,0,1
6960,1,120500,1728.0,1,0,1
21930,1,192140,2570.0,1,1,0
6600,1,130500,1632.0,1,0,1
8405,0,98000,1529.0,1,0,0
11778,1,475000,4547.0,1,0,1
8967,1,67000,2038.0,1,0,0
10562,1,325624,3743.0,1,0,1
12864,1,245000,2818.0,1,1,1
13695,1,159000,2228.0,1,1,1
10289,1,156000,2146.0,1,0,1
15431,1,555000,5496.0,1,1,1
11120,1,162500,2464.0,1,0,1
9069,1,224500,2784.0,1,0,1
47280,1,133000,2976.0,1,1,0
7875,1,180000,2292.0,1,0,0
6600,1,134500,1690.0,1,0,1
13682,1,438780,4355.0,1,1,0
9150,1,165000,2530.0,1,0,1
7150,1,100000,1784.0,1,0,1
12285,1,176000,2658.0,1,1,1
17920,1,170000,3542.0,1,1,1
3684,1,174000,2928.0,1,0,0
7006,1,127000,2004.0,1,0,1
8390,1,185900,2482.0,1,0,0
5784,1,91300,1076.0,1,0,0
9135,1,200000,3382.0,1,0,1
10496,1,143000,2886.0,1,0,1
13650,1,172500,2972.0,1,1,1
8308,1,110000,2176.0,1,0,1
9450,1,140000,2402.0,1,0,1
9317,1,176432,2628.0,1,0,1
7153,1,179200,2572.0,1,0,1
8814,1,203000,2548.0,1,0,1
9849,1,248328,3378.0,1,0,0
14463,1,316500,3282.0,1,1,1
5190,1,125600,1649.0,1,0,0
9750,1,110000,1968.0,1,0,1
6000,1,108500,1920.0,1,0,1
8712,0,55993,1584.0,1,0,0
11851,1,129000,2660.0,1,0,1
13811,1,176000,2249.0,1,1,1
10143,1,154000,2760.0,1,0,1
18265,1,180000,2512.0,1,1,1
4224,1,134000,2284.0,1,0,1
12615,1,243000,3360.0,1,1,1
14536,1,270000,3245.0,1,1,1
9187,1,134000,2164.0,1,0,1
9900,1,260000,3993.0,1,0,1
8333,1,168675,2229.0,1,0,0
10147,1,160000,2086.0,1,0,1
5914,1,95000,1764.0,0,0,0
11646,1,173000,2126.0,1,0,0
7200,1,187750,2594.0,1,0,0
20544,1,215000,2884.0,1,1,0
9981,1,120000,2146.0,1,0,1
8251,1,249000,3000.0,1,0,1
10140,1,164500,2668.0,1,0,1
8239,1,230000,1295.0,1,0,0
5700,0,140000,2016.0,1,0,1
7200,1,118900,1464.0,1,0,1
9178,1,239900,2936.0,1,0,0
4043,1,146300,2138.0,1,0,1
4224,1,124000,2080.0,1,0,1
11235,1,130000,1924.0,1,0,1
8450,1,179000,2698.0,1,0,0
11851,1,180500,2866.0,1,0,0
4608,1,80000,1494.0,1,0,0
9262,1,287090,3151.0,1,0,0
12702,1,97000,882.0,1,1,0
2938,1,246990,2879.0,1,0,1
18160,1,154204,2430.0,1,1,1
11355,1,186000,2624.0,1,0,1
1680,1,111750,1932.0,1,0,1
14300,1,500000,5542.0,1,1,1
10616,1,177439,1984.0,1,0,0
11308,1,335000,3288.0,1,0,1
10480,1,205000,2767.0,1,0,1
5118,1,212000,2633.0,1,0,1
3811,1,246000,3240.0,1,0,1
10825,1,181900,2520.0,1,0,1
5500,1,130000,1852.0,1,0,1
9600,1,132000,1696.0,1,0,0
9317,1,220000,2737.0,1,0,1
11838,1,236500,3541.0,1,0,0
8004,1,263435,2767.0,1,0,1
6876,1,141000,2544.0,1,0,0
8396,1,213000,2833.0,1,0,0
9803,1,179781,2428.0,1,0,0
6240,1,234250,2684.0,1,0,1
15498,1,287000,4463.0,1,1,1
12891,1,257500,2874.0,1,1,1
6180,0,102000,1946.0,1,0,0
7449,1,139400,1745.0,1,0,0
10410,1,105000,1886.0,1,0,0
15865,1,268000,4434.0,1,1,1
19690,1,274970,2898.0,1,1,0
3182,1,180000,2440.0,1,0,1
9600,1,161000,2067.0,1,0,1
11100,1,84900,930.0,1,0,0
13587,1,119000,1976.0,1,1,1
11447,1,370000,3928.0,1,0,1
7242,1,175900,2540.0,1,0,0
7018,1,142953,2240.0,1,0,0
9466,1,279700,2988.0,1,0,1
8400,1,132000,2543.0,1,0,1
11050,1,313000,3593.0,1,0,1
11040,1,108000,1973.0,1,0,1
6931,1,165400,2402.0,1,0,0
12438,1,187000,2280.0,1,1,0
15138,1,403000,4256.0,1,1,1
12046,1,195000,2878.0,1,1,1
9600,1,158500,2472.0,1,0,1
11367,1,255000,3054.0,1,0,1
26073,1,236500,3796.0,1,1,1
7150,1,129250,1976.0,1,0,1
15602,1,289000,3302.0,1,1,1
10260,1,100000,1872.0,1,0,0
12728,1,275000,3970.0,1,1,1
11690,1,207000,2614.0,1,0,0
9230,1,146000,2064.0,1,0,1
1890,1,116000,1524.0,1,0,1
9375,1,219500,3091.0,1,0,1
3480,1,173000,2810.0,1,0,0
17140,1,135000,2363.0,1,1,1
8749,1,213000,2911.0,1,0,1
11375,1,150000,2266.0,1,0,1
3922,1,194201,2660.0,1,0,0
3182,1,181000,2850.0,1,0,1
9750,1,157900,2884.0,1,0,1
13426,1,217000,2730.0,1,1,1
10574,1,252000,3035.0,1,0,0
8726,1,197000,2781.0,1,0,0
7984,1,189500,2498.0,1,0,0
8248,1,116000,1936.0,1,0,0
9790,1,143000,2656.0,1,0,1
7200,1,119000,1864.0,1,0,1
7200,1,127500,2132.0,1,0,1
8125,1,200825,2574.0,1,0,0
8088,0,35000,996.0,1,0,0
12511,1,292500,4260.0,1,1,1
1869,1,106000,1470.0,1,0,1
9259,0,85000,1416.0,1,0,0
16770,1,286500,3424.0,1,1,1
4043,1,127500,2138.0,1,0,1
9000,1,210400,2670.0,1,0,0
12677,1,274000,3036.0,1,1,1
12852,1,264966,2700.0,1,1,1
10320,1,50000,2141.0,1,0,0
10800,1,139000,2338.0,1,0,1
19522,1,300000,3726.0,1,1,1
13860,1,345000,4656.0,1,1,1
11927,1,228000,3148.0,1,0,1
11950,1,165500,1778.0,1,0,0
9906,0,107000,2014.0,1,0,0
4923,1,286000,3186.0,1,0,1
7879,0,34900,1440.0,0,0,1
7800,1,115000,1824.0,1,0,1
3196,1,215000,2729.0,1,0,0
9928,1,179900,2616.0,1,0,0
6820,1,212000,2990.0,1,0,1
13128,1,250000,3138.0,1,1,0
6240,1,149000,2618.0,1,0,0
8000,1,188000,2431.0,1,0,1
10410,1,99800,1426.0,1,0,0
10800,1,159500,3272.0,1,0,0
13300,1,184500,1758.0,1,1,1
9588,1,276000,4056.0,1,0,0
2308,1,155000,2352.0,1,0,1
13383,1,160000,2592.0,1,1,1
9350,1,157500,2160.0,1,0,1
9892,1,285000,3482.0,1,0,1
8777,1,145900,3472.0,0,0,1
10541,1,229000,2709.0,1,0,0
10284,1,128500,2432.0,1,0,1
9660,1,286000,3020.0,1,0,1
10179,1,189500,2553.0,1,0,1
9533,1,102900,1210.0,1,0,0
5830,1,128500,2600.0,1,0,1
12099,1,156000,2432.0,1,1,1
12665,1,281213,3576.0,1,1,0
27650,1,242000,2654.0,1,1,1
17600,1,157500,2956.0,1,1,1
7162,1,196500,2520.0,1,0,0
8685,1,193000,2850.0,1,0,1
6240,1,132000,1994.0,1,0,1
6451,1,139900,2140.0,1,0,1
8760,1,148000,2388.0,1,0,0
12568,1,281500,2713.0,1,1,1
13069,1,342000,4662.0,1,1,0
11080,1,148000,2338.0,1,0,1
10759,1,140000,2642.0,1,0,1
8973,1,150000,2061.0,1,0,1
10990,1,279500,3189.0,1,0,1
3675,1,140000,1619.0,1,0,1
8385,1,145000,3328.0,1,0,0
5858,1,184000,2742.0,1,0,1
3880,1,206000,2452.0,1,0,1
1504,1,85500,1638.0,1,0,1
11988,1,188700,2375.0,1,0,1
10928,1,200000,3098.0,1,0,1
10778,1,162000,2115.0,1,0,1
10200,1,108000,1344.0,1,0,0
9373,1,213000,3242.0,1,0,1
12085,1,318000,3468.0,1,1,1
8100,0,106000,2987.0,1,0,0
19950,1,235000,2681.0,1,1,0
9320,1,128950,2175.0,0,0,1
10197,1,163000,2724.0,1,0,1
8160,0,126000,1890.0,1,0,1
11426,1,200000,3444.0,1,0,0
11344,1,144000,2398.0,1,0,1
8000,0,141000,3600.0,0,0,0
11002,1,322500,3971.0,1,0,1
12137,1,224900,3310.0,1,1,0
21384,1,223500,2900.0,1,1,1
8926,1,112000,1632.0,1,0,0
8702,1,187500,2530.0,1,0,1
10020,0,61000,1587.0,0,0,1
12354,1,110000,1880.0,1,1,0
4130,1,52000,999.0,0,0,0
6289,1,207000,2724.0,1,0,1
8525,0,130000,2904.0,0,0,0
10791,1,90000,1296.0,1,0,0
10429,1,130000,1911.0,1,0,1
7438,1,127000,1756.0,1,0,0
11670,1,320000,3810.0,1,0,0
10800,1,120000,2250.0,1,0,1
11920,1,181000,2490.0,1,0,0
9450,1,110000,1788.0,1,0,1
7627,0,94550,2301.0,0,0,0
5900,1,85500,1309.0,0,0,0
9129,1,153500,1931.0,1,0,1
13680,1,139600,1733.0,1,1,0
9600,1,143000,3136.0,1,0,0
14720,1,410000,5271.0,1,1,1
8750,1,200000,2700.0,1,0,1
7130,1,130000,1728.0,1,0,1
9350,1,154400,2386.0,1,0,1
8963,1,299800,3857.0,1,0,1
9780,0,63000,1697.0,1,0,0
5805,1,143000,2694.0,1,0,1
8243,1,137500,1928.0,1,0,1
12227,1,272000,4202.0,1,1,1
9248,1,173000,2325.0,1,0,1
20270,1,245000,3048.0,1,1,1
7200,1,140000,1872.0,1,0,1
9965,1,383970,3960.0,1,0,1
16012,1,125000,2436.0,1,1,1
8445,1,133000,1536.0,1,0,1
9612,1,244600,2936.0,1,0,0
10180,1,139000,1956.0,1,0,1
7584,1,112900,2072.0,1,0,1
4800,0,111000,2040.0,1,0,0
11900,1,166000,2784.0,1,0,1
7399,1,239000,2925.0,1,0,1
8940,1,209200,2688.0,1,0,1
12243,1,175000,2968.0,1,1,1
12878,1,269500,3520.0,1,1,1
12460,1,225000,3359.0,1,1,1
6563,1,275000,3484.0,1,0,1
9492,1,105000,2144.0,1,0,1
13400,1,159950,2110.0,1,1,1
10410,1,135000,2172.0,1,0,0
14333,1,345474,4230.0,1,1,1
6000,1,102000,2016.0,0,0,0
20693,1,198000,3392.0,1,1,1
10800,1,339750,3112.0,1,0,1
10800,1,170000,2262.0,1,0,1
7200,1,94000,1752.0,1,0,1
8581,1,203160,2588.0,1,0,0
10625,1,291000,3314.0,1,0,1
8068,1,200000,3277.0,1,0,0
8917,1,119000,3168.0,1,0,0
5000,0,39300,334.0,0,0,0
3636,0,55000,1592.0,0,0,0
7500,1,205000,2764.0,1,0,0
1680,1,108000,1617.0,1,0,1
25000,1,143000,3264.0,1,1,0
15863,1,197000,3509.0,1,1,1
8125,1,205950,2478.0,1,0,0
11700,1,175000,2445.0,1,0,1
8010,1,301000,3102.0,1,0,1
5001,1,230000,2628.0,1,0,1
3136,1,171750,2810.0,1,0,0
5400,1,120000,1958.0,0,0,0
6120,1,110000,2065.0,1,0,0
11479,1,144500,1737.0,1,0,1
9457,1,155000,2347.0,1,0,1
11340,1,125000,2400.0,1,0,0
7200,1,156500,2250.0,1,0,0
8471,1,151000,1718.0,1,0,1
10454,1,135000,2210.0,1,0,1
1484,1,79400,1638.0,1,0,1
6904,1,213000,2716.0,1,0,1
14191,1,202900,2875.0,1,1,0
9531,1,211000,2590.0,1,0,1
8513,0,130000,3600.0,0,0,0
6171,1,137450,2584.0,1,0,1
9991,1,150000,2901.0,1,0,1
9084,0,95000,1727.0,1,0,1
2280,1,179400,2245.0,1,0,1
10411,1,212109,2313.0,1,0,0
8500,1,98600,2470.0,1,0,1
17541,1,216000,1734.0,1,1,1
9545,1,300000,3394.0,1,0,1
14000,1,328000,3566.0,1,1,1
10500,1,139000,1481.0,1,0,1
13050,1,164000,2000.0,1,1,1
1782,1,123900,1561.0,1,0,1
7207,1,116500,1716.0,0,0,1
10943,1,177000,2742.0,1,0,1
4330,1,99500,2123.0,1,0,1
11660,1,174190,2652.0,1,0,0
3180,1,151000,1720.0,1,0,0
4435,1,143750,1696.0,1,0,1
